device,predicate
K132403,K070245
K132403,K011437
K132402,K102715
K132402,K092101
K132402,K113215
K132402,K080255
K132401,K082523
K132400,K050487
K132399,K024098
K132399,K033501
K132399,K041227
K132399,K020817
K132397,K021792
K132397,K090160
K132397,K022127
K132397,K083266
K132395,K112736
K132395,K110348
K132391,K020217
K132391,K020369
K132391,K001014
K132389,K043022
K132389,K111047
K132389,K011496
K132389,K123676
K132389,K091962
K132386,K102971
K132384,K840383
K132384,K123151
K132383,K121614
K132381,K962061
K132380,K121655
K132380,K080466
K132377,K071206
K132377,K093342
K132376,K123522
K132375,K061555
K132375,K091930
K132374,K010265
K132373,K112709
K132373,K103128
K132373,K123589
K132371,K083575
K132371,K123557
K132371,K835511
K132369,K111004
K132368,K922499
K132368,K130446
K132366,K121862
K132365,K113324
K132365,K111362
K132362,K103412
K132361,K052398
K132361,K070229
K132361,K081381
K132361,K080792
K132361,K120656
K132361,K092287
K132361,K083416
K132359,K124061
K132357,K101377
K132357,K041216
K132356,K071891
K132354,K110979
K132353,K125
510
K132352,K080380
K132352,K041441
K132348,K082178
K132347,K934722
K132347,K137347
K132347,K052473
K132347,K013353
K132346,K004352
K132346,K100919
K132346,K043524
K132344,K100011
K132343,K083440
K132342,K112974
K132342,K080301
K132341,K123185
K132341,K120201
K132341,K121010
K132341,K101236
K132340,K102855
K132340,K103696
K132337,K120997
K132337,K900924
K132335,K108114
K132335,K123254
K132335,K081154
K132335,K081115
K132334,K072625
K132333,K131233
K132333,K113560
K132333,K111356
K132332,K042508
K132332,K080828
K132332,K041203
K132332,K110353
K132329,K113774
K132329,K110727
K132328,K101074
K132328,K091974
K132328,K981676
K132328,K113174
K132328,K050439
K132328,K090390
K132326,K011994
K132325,K912724
K132325,K033074
K132325,K050446
K132325,K993610
K132325,K051267
K132325,K053260
K132324,K082273
K132324,K100070
K132324,K052552
K132324,K042544
K132323,K121622
K132322,K071424
K132322,K113430
K132322,K050895
K132321,K991904
K132320,K122223
K132317,K111451
K132315,K000966
K132315,K935325
K132315,K962071
K132313,K092981
K132312,K102975
K132310,K042544
K132310,K043082
K132310,K062110
K132310,K051815
K132308,K080005
K132307,K093009
K132304,K130499
K132303,K120564
K132303,K091445
K132300,K983623
K132297,K121351
K132297,K093007
K132297,K102003
K132297,K081542
K132296,K051735
K132296,K083032
K132294,K112527
K132294,K090238
K132293,K122405
K132291,K951113
K132290,K112389
K132289,K032761
K132288,K121133
K132287,K121541
K132287,K110348
K132286,K090126
K132286,K022951
K132286,K034030
K132285,K061439
K132285,K122698
K132285,K100142
K132285,K041066
K132285,K051075
K132285,K050316
K132285,K030941
K132285,K081059
K132285,K092873
K132284,K062354
K132284,K040662
K132284,K900519
K132284,K970426
K132281,K092623
K132280,K033352
K132280,K071376
K132280,K043152
K132280,K081597
K132280,K051716
K132280,K008159
K132278,K100360
K132278,K090720
K132278,K002913
K132278,K955713
K132278,K121317
K132274,K121329
K132274,K112255
K132272,K130886
K132272,K042080
K132272,K080641
K132272,K090495
K132272,K091820
K132272,K121087
K132272,K040670
K132270,K110923
K132270,K122270
K132268,K123877
K132268,K113744
K132267,K071424
K132267,K113430
K132267,K050895
K132266,K020856
K132264,K053526
K132264,K083112
K132264,K040369
K132264,K040300
K132264,K081475
K132263,K123618
K132261,K051967
K132259,K112277
K132258,K113753
K132258,K013227
K132258,K061410
K132258,K112160
K132257,K062311
K132256,K121797
K132255,K111855
K132253,K771645
K132251,K060652
K132251,K061413
K132251,K061509
K132250,K042032
K132250,K030037
K132249,K971418
K132249,K080167
K132249,K905532
K132248,K123562
K132248,K071092
K132248,K080943
K132248,K112727
K132248,K053912
K132247,K062263
K132245,K080438
K132245,K102234
K132244,K102528
K132243,K123133
K132243,K122446
K132242,K100850
K132242,K060501
K132241,K090124
K132241,K093428
K132240,K120675
K132239,K080642
K132238,K091053
K132237,K101855
K132236,K121657
K132235,K123355
K132234,K122397
K132234,K981498
K132233,K001572
K132233,K984576
K132232,K070686
K132232,K982623
K132231,K081794
K132231,K091009
K132231,K111302
K132229,K062098
K132228,K101757
K132228,K122583
K132227,K001373
K132225,K032310
K132225,K082211
K132225,K110078
K132225,K100823
K132224,K970066
K132224,K962935
K132222,K122109
K132221,K022091
K132221,K100699
K132220,K012275
K132220,K051926
K132219,K120822
K132219,K111935
K132218,K024096
K132218,K001665
K132218,K001668
K132218,K011437
K132217,K132271
K132217,K060478
K132216,K112909
K132214,K091701
K132214,K073628
K132212,K041887
K132212,K051871
K132211,K051123
K132210,K042043
K132210,K112391
K132210,K944620
K132209,K051705
K132209,K980549
K132209,K014235
K132209,K020646
K132209,K071370
K132209,K062129
K132209,K060958
K132209,K053088
K132208,K122603
K132207,K123550
K132206,K052767
K132206,K101692
K132205,K061261
K132205,K072688
K132205,K113317
K132204,K120640
K132204,K032676
K132203,K103692
K132203,K120640
K132202,K993797
K132201,K011832
K132201,K018892
K132201,K001188
K132200,K123838
K132199,K940909
K132198,K122561
K132197,K120585
K132195,K132379
K132192,K013219
K132192,K030854
K132191,K102195
K132191,K032037
K132190,K080178
K132189,K102199
K132188,K081630
K132186,K110986
K132185,K023954
K132185,K112715
K132184,K121858
K132183,K000411
K132181,K130804
K132180,K110017
K132179,K123156
K132179,K123158
K132179,K970426
K132178,K000121
K132177,K070003
K132175,K113182
K132174,K072721
K132172,K053142
K132171,K072786
K132171,K121329
K132171,K093563
K132171,K112255
K132170,K020856
K132170,K130015
K132169,K103692
K132169,K121336
K132167,K041408
K132165,K120525
K132165,K070792
K132165,K042540
K132164,K122431
K132163,K060976
K132161,K093360
K132161,K121307
K132161,K933610
K132161,K932776
K132160,K120487
K132159,K102952
K132158,K002149
K132156,K040280
K132155,K100569
K132154,K122233
K132153,K113429
K132151,K120299
K132148,K083862
K132147,K033737
K132146,K131214
K132146,K092852
K132146,K121201
K132145,K062828
K132145,K123925
K132144,K994257
K132144,K121047
K132143,K984481
K132142,K991759
K132142,K032854
K132142,K132147
K132140,K992327
K132139,K111542
K132138,K103128
K132136,K052878
K132136,K120476
K132135,K070315
K132134,K082396
K132133,K121501
K132133,K103255
K132129,K110968
K132127,K041010
K132127,K100121
K132126,K073515
K132126,K123932
K132125,K031719
K132125,K063364
K132125,K041876
K132125,K112440
K132125,K072570
K132125,K040807
K132125,K071370
K132125,K092555
K132125,K103691
K132125,K091904
K132125,K083480
K132125,K103089
K132125,K063384
K132125,K102436
K132125,K092377
K132125,K051719
K132125,K061529
K132125,K061847
K132125,K052600
K132125,K061477
K132125,K083324
K132125,K031106
K132125,K093643
K132124,K982624
K132124,K040773
K132123,K032603
K132123,K960548
K132123,K042769
K132122,K061943
K132121,K063821
K132121,K060345
K132120,K023752
K132119,K123510
K132119,K123938
K132115,K000211
K132115,K010475
K132115,K984097
K132111,K131321
K132111,K091974
K132111,K042025
K132110,K112702
K132109,K080249
K132108,K060903
K132108,K974513
K132106,K120073
K132106,K123097
K132105,K102459
K132104,K070108
K132102,K011394
K132101,K024096
K132101,K100765
K132101,K011437
K132099,K100353
K132097,K137097
K132097,K081079
K132096,K101744
K132095,K120196
K132095,K132096
K132094,K051133
K132092,K073107
K132092,K122951
K132092,K063456
K132091,K001373
K132090,K051088
K132090,K092274
K132090,K052914
K132090,K005108
K132087,K121498
K132086,K913806
K132086,K112653
K132085,K671930
K132085,K112095
K132085,K071930
K132084,K031866
K132083,K122543
K132080,K081406
K132079,K092508
K132079,K072322
K132078,K412131
K132075,K102562
K132075,K071073
K132075,K092449
K132075,K091786
K132073,K092913
K132073,K093583
K132073,K092810
K132071,K112857
K132071,K020078
K132071,K071206
K132071,K043005
K132069,K112609
K132069,K101462
K132068,K052049
K132068,K020708
K132067,K123755
K132066,K083184
K132065,K061222
K132064,K130678
K132062,K123622
K132062,K052895
K132061,K122440
K132060,K123857
K132060,K120668
K132060,K123289
K132060,K120658
K132059,K123249
K132058,K961489
K132057,K120835
K132054,K100485
K132053,K131216
K132053,K121129
K132050,K111944
K132050,K083033
K132049,K102204
K132049,K983583
K132049,K031585
K132049,K111502
K132048,K112488
K132045,K052345
K132045,K130393
K132044,K101235
K132043,K073149
K132042,K050856
K132041,K122016
K132040,K000129
K132040,K963583
K132040,K001293
K132039,K992526
K132038,K072235
K132037,K072235
K132036,K080192
K132033,K082008
K132033,K103686
K132031,K972250
K132031,K982341
K132031,K061182
K132031,K031824
K132029,K091088
K132029,K083389
K132028,K072505
K132028,K121700
K132027,K111551
K132026,K102004
K132025,K094061
K132022,K093911
K132020,K091527
K132017,K073706
K132017,K953711
K132017,K034026
K132017,K020332
K132017,K983112
K132017,K122432
K132017,K934140
K132017,K913368
K132017,K103767
K132017,K131957
K132016,K042256
K132015,K031787
K132014,K030383
K132014,K061778
K132013,K060359
K132013,K090244
K132013,K050359
K132013,K102746
K132012,K012305
K132012,K022344
K132011,K002705
K132011,K980381
K132011,K832347
K132011,K071741
K132011,K110771
K132010,K053572
K132010,K063672
K132009,K083553
K132008,K915724
K132008,K911302
K132008,K911827
K132007,K001337
K132005,K023267
K132005,K123569
K132005,K012190
K132004,K951842
K132004,K092992
K132004,K990955
K132004,K082676
K132003,K111549
K132002,K091507
K131999,K103099
K131998,K121301
K131998,K063371
K131998,K061958
K131997,K050895
K131996,K121650
K131994,K083620
K131993,K020817
K131992,K022991
K131991,K101657
K131990,K022684
K131988,K122729
K131988,K092686
K131987,K111475
K131987,K002308
K131987,K011703
K131986,K093472
K131986,K130343
K131986,K110087
K131986,K103120
K131986,K083312
K131984,K042135
K131984,K090175
K131984,K073402
K131983,K063353
K131982,K113068
K131981,K103034
K131981,K090064
K131981,K103666
K131980,K082032
K131980,K946348
K131980,K915457
K131980,K023644
K131979,K091791
K131978,K112482
K131978,K111839
K131977,K123174
K131975,K944911
K131975,K930104
K131975,K931786
K131974,K130917
K131973,K110920
K131973,K081919
K131971,K113623
K131969,K090858
K131969,K110663
K131969,K120506
K131969,K040998
K131969,K081126
K131969,K110816
K131968,K083559
K131966,K090961
K131965,K123291
K131965,K122451
K131963,K083583
K131962,K082497
K131962,K122532
K131962,K050005
K131962,K050369
K131962,K123463
K131961,K123587
K131959,K123587
K131958,K063155
K131958,K113852
K131957,K953392
K131957,K934140
K131957,K913368
K131957,K100554
K131956,K121757
K131955,K120561
K131953,K070716
K131952,K110087
K131952,K121439
K131952,K120362
K131951,K120819
K131951,K112036
K131950,K111948
K131950,K912563
K131949,K100711
K131949,K122580
K131948,K091641
K131947,K940638
K131947,K090455
K131946,K081518
K131945,K051092
K131945,K123125
K131945,K092027
K131945,K001814
K131945,K123195
K131945,K102239
K131944,K082886
K131944,K043009
K131944,K010460
K131944,K062880
K131944,K011397
K131942,K122882
K131942,K121089
K131941,K100797
K131939,K950461
K131937,K053435
K131937,K122387
K131937,K120741
K131936,K072547
K131935,K122347
K131933,K122744
K131932,K083575
K131931,K990578
K131930,K071188
K131930,K051713
K131929,K082946
K131929,K060135
K131928,K972586
K131925,K002944
K131923,K121369
K131923,K021100
K131921,K122744
K131920,K052576
K131920,K944330
K131920,K050346
K131920,K071639
K131920,K962011
K131919,K103473
K131917,K121369
K131917,K021100
K131916,K005154
K131916,K060315
K131916,K072593
K131916,K110603
K131914,K083614
K131914,K083814
K131913,K083511
K131913,K062392
K131913,K082633
K131913,K071426
K131913,K081793
K131913,K083517
K131913,K072070
K131913,K122439
K131913,K063725
K131913,K052707
K131912,K993355
K131912,K063758
K131912,K061736
K131910,K081998
K131910,K121757
K131910,K112485
K131909,K070950
K131908,K121599
K131908,K121341
K131907,K111474
K131906,K072181
K131906,K091020
K131905,K121311
K131904,K974899
K131903,K131902
K131903,K100487
K131902,K100584
K131901,K112271
K131901,K030798
K131901,K113127
K131900,K122712
K131900,K113485
K131898,K120193
K131898,K072286
K131897,K101273
K131896,K052013
K131895,K121975
K131894,K032085
K131893,K093009
K131893,K020304
K131893,K093010
K131892,K110597
K131891,K102011
K131889,K090145
K131889,K990356
K131888,K091883
K131887,K912901
K131885,K110798
K131884,K993043
K131884,K123392
K131884,K020713
K131884,K040803
K131883,K120462
K131882,K063797
K131881,K609291
K131881,K031413
K131880,K102547
K131880,K091088
K131879,K110455
K131878,K110283
K131878,K121670
K131878,K110284
K131877,K071221
K131877,K931473
K131877,K071211
K131876,K100046
K131876,K053269
K131875,K121030
K131873,K991738
K131872,K050762
K131872,K060541
K131872,K082633
K131872,K032858
K131872,K041235
K131872,K083517
K131872,K093268
K131872,K040304
K131872,K061610
K131872,K050141
K131872,K071426
K131872,K052961
K131872,K052801
K131872,K082583
K131872,K042845
K131872,K062283
K131872,K063315
K131872,K060221
K131872,K053522
K131872,K061052
K131870,K103184
K131867,K093474
K131866,K980319
K131866,K980174
K131864,K103733
K131864,K122183
K131864,K082424
K131864,K991581
K131862,K072374
K131861,K090993
K131860,K011291
K131860,K111416
K131859,K093627
K131858,K101876
K131857,K063834
K131855,K100584
K131855,K001241
K131853,K062421
K131852,K000388
K131852,K970482
K131851,K081651
K131851,K092227
K131850,K083070
K131850,K043248
K131848,K083355
K131848,K123072
K131848,K111313
K131848,K113820
K131845,K041858
K131842,K944931
K131841,K081260
K131841,K992830
K131839,K121327
K131839,K102669
K131838,K112031
K131837,K080496
K131834,K102998
K131834,K011335
K131834,K012655
K131834,K082807
K131833,K122378
K131833,K091689
K131833,K030197
K131832,K022091
K131831,K110972
K131830,K072164
K131829,K081793
K131829,K100939
K131829,K072070
K131829,K060649
K131829,K110622
K131828,K110972
K131826,K091663
K131824,K103064
K131824,K093463
K131824,K090211
K131823,K110247
K131822,K082596
K131822,K121076
K131822,K121422
K131821,K953366
K131820,K103064
K131820,K043518
K131820,K093463
K131820,K090211
K131819,K052556
K131818,K003313
K131818,K120144
K131817,K103217
K131816,K113214
K131816,K982014
K131816,K100272
K131816,K093882
K131816,K071318
K131813,K082688
K131813,K092500
K131813,K122189
K131812,K020440
K131810,K090648
K131810,K051716
K131810,K071376
K131810,K940631
K131810,K033352
K131810,K102701
K131810,K043152
K131807,K112839
K131805,K093547
K131804,K031565
K131803,K052298
K131802,K111136
K131796,K131196
K131796,K121227
K131796,K072068
K131792,K113071
K131791,K070763
K131791,K972145
K131790,K123125
K131790,K042607
K131790,K123211
K131789,K073140
K131789,K031149
K131789,K093766
K131789,K052288
K131788,K041546
K131788,K061822
K131788,K040371
K131788,K101002
K131787,K062412
K131787,K112093
K131785,K113058
K131785,K964024
K131785,K041449
K131785,K052123
K131784,K120099
K131784,K070229
K131784,K121630
K131783,K130753
K131782,K081353
K131781,K071907
K131781,K940681
K131781,K954311
K131780,K112680
K131779,K111599
K131778,K113101
K131778,K052964
K131778,K962433
K131777,K102533
K131776,K000875
K131775,K112557
K131774,K073179
K131774,K100428
K131774,K011918
K131774,K103803
K131774,K974292
K131774,K032749
K131773,K060937
K131772,K101450
K131771,K131773
K131771,K113159
K131770,K071196
K131769,K123651
K131769,K110473
K131769,K071586
K131769,K130351
K131767,K113550
K131767,K130380
K131766,K091517
K131766,K080859
K131766,K062623
K131765,K032491
K131764,K082807
K131763,K120193
K131763,K102040
K131762,K100046
K131760,K915668
K131759,K073159
K131759,K101400
K131758,K102461
K131757,K112669
K131757,K060787
K131754,K050394
K131753,K042819
K131750,K113098
K131750,K113208
K131749,K042505
K131749,K131742
K131748,K110577
K131745,K013686
K131745,K810738
K131744,K071070
K131743,K130571
K131743,K964188
K131742,K042505
K131739,K093379
K131737,K071154
K131736,K122498
K131736,K1313
51
K131734,K063780
K131729,K072631
K131728,K113777
K131728,K092500
K131728,K112172
K131727,K062058
K131724,K073649
K131724,K032476
K131723,K071795
K131722,K100776
K131722,K063875
K131722,K060613
K131722,K092670
K131722,K043583
K131722,K111678
K131722,K091798
K131722,K083447
K131722,K071479
K131721,K103217
K131721,K101482
K131720,K000947
K131720,K132588
K131720,K070612
K131712,K041086
K131712,K122995
K131710,K120644
K131710,K130588
K131710,K863138
K131709,K121351
K131708,K943575
K131708,K982781
K131705,K111825
K131705,K102291
K131704,K935928
K131703,K110648
K131701,K093518
K131701,K050970
K131701,K093595
K131701,K061319
K131701,K081653
K131701,K031106
K131701,K062542
K131700,K941750
K131700,K955650
K131700,K992477
K131699,K050940
K131699,K083535
K131695,K122981
K131694,K121674
K131693,K122918
K131692,K853014
K131690,K121010
K131689,K040766
K131689,K083274
K131689,K010621
K131688,K123280
K131687,K093309
K131687,K121094
K131687,K123617
K131686,K080484
K131686,K090958
K131686,K071516
K131686,K061901
K131686,K070867
K131686,K092545
K131686,K093922
K131686,K081691
K131686,K130605
K131685,K123894
K131685,K113203
K131684,K061312
K131684,K002757
K131684,K071535
K131684,K042091
K131684,K021380
K131684,K042774
K131684,K974558
K131684,K990830
K131684,K033871
K131683,K130539
K131682,K121047
K131681,K196432
K131679,K093552
K131677,K101997
K131675,K052836
K131674,K063052
K131674,K081067
K131673,K122513
K131673,K123691
K131672,K083718
K131672,K002488
K131671,K073291
K131671,K072791
K131671,K110927
K131671,K120024
K131671,K081917
K131671,K040536
K131670,K061748
K131670,K101240
K131670,K091294
K131669,K690353
K131666,K924642
K131666,K102532
K131664,K122025
K131664,K080182
K131663,K112056
K131662,K060585
K131661,K792227
K131661,K063851
K131660,K030714
K131660,K033514
K131659,K082725
K131659,K000104
K131658,K043056
K131657,K123562
K131657,K082807
K131657,K040598
K131656,K954648
K131655,K980919
K131654,K081085
K131653,K063024
K131652,K062242
K131649,K090820
K131649,K121598
K131649,K120080
K131649,K103560
K131649,K123845
K131647,K093472
K131647,K130343
K131647,K110008
K131646,K083687
K131645,K316452
K131644,K041509
K131643,K110690
K131642,K041606
K131642,K102082
K131641,K980987
K131641,K063613
K131640,K070598
K131640,K091951
K131637,K093845
K131636,K951740
K131636,K012655
K131636,K091425
K131636,K051735
K131635,K093845
K131635,K101823
K131634,K082506
K131633,K103466
K131633,K060692
K131630,K972448
K131629,K031077
K131629,K121369
K131629,K021100
K131627,K981909
K131626,K091363
K131626,K061426
K131625,K072567
K131623,K111416
K131622,K924695
K131622,K991519
K131620,K053136
K131620,K123241
K131619,K134619
K131618,K112587
K131617,K974768
K131617,K951431
K131616,K113543
K131615,K090203
K131615,K091445
K131614,K061137
K131612,K111354
K131609,K040762
K131605,K072617
K131605,K981163
K131601,K111385
K131601,K111237
K131600,K940469
K131596,K070426
K131595,K032453
K131594,K060178
K131592,K971572
K131591,K964893
K131591,K021932
K131591,K033968
K131591,K092189
K131591,K080649
K131590,K120815
K131589,K100202
K131588,K103094
K131586,K020399
K131586,K053174
K131585,K090138
K131585,K101109
K131584,K092705
K131584,K103209
K131584,K070804
K131583,K993330
K131582,K983945
K131582,K123985
K131581,K100559
K131581,K1318
51
K131580,K072714
K131580,K071132
K131578,K110753
K131576,K110227
K131575,K110708
K131573,K072449
K131573,K082478
K131572,K060766
K131572,K101569
K131571,K050508
K131570,K122242
K131569,K102920
K131568,K102166
K131566,K062498
K131563,K090159
K131563,K024117
K131563,K033602
K131563,K120373
K131563,K061784
K131562,K103345
K131561,K123694
K131559,K080402
K131559,K111863
K131559,K051075
K131559,K111629
K131558,K102988
K131556,K082488
K131555,K984059
K131554,K955489
K131554,K052914
K131554,K923505
K131554,K942458
K131553,K112245
K131553,K101586
K131552,K102689
K131550,K080421
K131549,K081361
K131549,K082806
K131549,K123213
K131547,K123767
K131546,K960035
K131544,K102016
K131544,K101456
K131544,K060373
K131544,K042389
K131544,K063543
K131544,K981632
K131543,K081555
K131542,K113820
K131542,K090206
K131541,K012814
K131540,K123207
K131540,K091988
K131540,K102277
K131538,K121020
K131538,K120292
K131536,K112603
K131533,K972718
K131533,K091253
K131530,K073579
K131529,K930411
K131529,K082784
K131529,K061273
K131528,K970513
K131527,K113690
K131527,K101149
K131527,K123564
K131527,K122114
K131526,K071638
K131526,K073282
K131526,K073268
K131526,K053152
K131526,K083876
K131525,K081259
K131524,K131009
K131523,K101825
K131522,K113324
K131522,K111362
K131522,K100765
K131521,K020649
K131521,K103505
K131521,K100070
K131521,K000536
K131521,K080646
K131521,K082273
K131520,K121862
K131518,K082996
K131518,K073337
K131518,K093549
K131517,K810924
K131515,K981377
K131515,K113253
K131515,K113382
K131515,K930104
K131515,K930109
K131515,K113438
K131514,K031663
K131514,K120201
K131514,K123564
K131514,K120221
K131513,K042912
K131513,K092117
K131512,K971883
K131512,K081038
K131512,K111132
K131512,K031276
K131511,K091322
K131511,K120179
K131509,K142830
K131509,K112830
K131508,K123951
K131507,K123992
K131507,K123922
K131503,K093869
K131502,K100011
K131500,K984109
K131500,K983758
K131500,K913765
K131500,K833651
K131500,K833650
K131500,K002871
K131500,K922272
K131500,K940970
K131500,K003519
K131500,K970050
K131500,K043041
K131498,K041521
K131498,K051528
K131498,K061696
K131498,K082228
K131497,K050561
K131497,K012226
K131497,K101571
K131494,K082090
K131493,K073289
K131493,K080849
K131492,K122681
K131492,K122581
K131492,K112404
K131491,K061679
K131490,K101997
K131489,K092619
K131488,K930104
K131487,K946032
K131483,K090625
K131483,K931071
K131483,K063781
K131483,K982795
K131482,K082385
K131481,K082019
K131481,K111785
K131481,K090411
K131481,K131483
K131480,K011335
K131478,K093830
K131478,K993774
K131478,K000013
K131475,K123338
K131474,K040022
K131474,K123875
K131473,K011703
K131473,K113858
K131473,K972272
K131473,K050738
K131473,K120926
K131473,K121127
K131473,K124003
K131473,K120810
K131473,K050108
K131472,K101994
K131471,K091118
K131468,K072896
K131468,K103339
K131468,K133146
K131467,K122870
K131466,K935928
K131461,K093963
K131461,K093964
K131461,K080591
K131459,K030665
K131459,K100736
K131458,K103721
K131458,K122641
K131458,K103233
K131458,K083116
K131458,K092265
K131457,K110124
K131457,K112911
K131455,K012105
K131455,K040223
K131454,K033664
K131454,K914675
K131454,K100445
K131454,K103479
K131452,K113584
K131451,K112795
K131450,K122178
K131449,K083389
K131449,K112459
K131448,K100793
K131447,K040970
K131446,K131466
K131446,K030788
K131445,K091614
K131445,K071105
K131444,K023928
K131444,K080887
K131443,K130194
K131443,K123281
K131442,K041050
K131441,K001707
K131440,K121992
K131437,K113260
K131435,K072177
K131435,K112033
K131435,K072493
K131434,K081102
K131434,K123467
K131433,K955268
K131433,K974513
K131432,K012442
K131432,K101423
K131432,K062382
K131432,K043177
K131432,K111980
K131431,K102677
K131430,K050386
K131430,K012734
K131429,K120396
K131429,K121852
K131429,K122771
K131428,K992762
K131428,K982696
K131427,K120467
K131425,K073291
K131425,K103731
K131425,K112405
K131425,K124004
K131425,K083026
K131424,K042292
K131424,K071331
K131423,K911739
K131423,K120613
K131422,K130718
K131420,K100677
K131419,K103278
K131417,K003928
K131417,K021705
K131417,K953076
K131415,K062943
K131415,K080546
K131415,K120888
K131414,K092027
K131414,K031320
K131413,K031724
K131413,K990848
K131413,K984357
K131413,K082650
K131411,K122405
K131410,K961150
K131410,K915228
K131410,K892406
K131409,K111492
K131409,K121640
K131408,K121948
K131408,K102619
K131407,K053389
K131407,K102146
K131407,K112090
K131407,K091720
K131405,K092375
K131405,K123850
K131405,K122074
K131404,K974231
K131404,K120438
K131402,K924732
K131402,K091139
K131401,K062752
K131401,K962901
K131401,K969010
K131398,K051640
K131398,K123339
K131396,K020009
K131395,K123780
K131394,K123781
K131393,K083779
K131392,K062488
K131392,K052358
K131392,K083618
K131391,K060845
K131390,K042755
K131389,K052344
K131388,K080797
K131387,K071040
K131386,K053117
K131385,K041324
K131385,K952618
K131385,K955838
K131385,K082383
K131385,K033074
K131385,K042583
K131385,K005144
K131385,K982865
K131384,K083913
K131384,K991920
K131383,K130013
K131383,K120447
K131382,K051366
K131382,K090785
K131382,K121424
K131382,K053174
K131381,K100276
K131380,K011458
K131380,K100123
K131380,K042355
K131380,K023870
K131380,K991873
K131380,K052754
K131380,K000558
K131379,K120465
K131378,K020389
K131378,K071736
K131377,K031859
K131377,K113752
K131376,K092141
K131376,K030922
K131376,K945794
K131375,K062968
K131374,K120515
K131372,K090064
K131372,K111792
K131369,K060269
K131369,K003325
K131368,K120313
K131368,K114821
K131368,K063423
K131366,K043474
K131366,K001299
K131365,K000301
K131365,K003018
K131364,K062918
K131364,K945185
K131363,K110637
K131362,K090221
K131361,K014121
K131360,K093950
K131358,K100005
K131358,K051899
K131357,K091705
K131355,K072741
K131355,K113135
K131354,K060707
K131353,K120121
K131353,K093803
K131353,K080642
K131353,K030710
K131351,K113382
K131351,K930104
K131351,K931786
K131351,K113436
K131350,K073291
K131350,K082698
K131350,K072970
K131350,K130478
K131350,K081917
K131348,K122427
K131348,K110430
K131346,K061471
K131346,K111652
K131345,K061003
K131345,K061319
K131345,K071370
K131344,K110945
K131343,K121172
K131343,K092128
K131343,K090033
K131343,K091067
K131343,K073240
K131343,K091106
K131343,K071438
K131341,K110945
K131340,K110945
K131339,K971229
K131337,K994370
K131337,K131331
K131337,K091956
K131336,K100084
K131335,K042150
K131335,K932507
K131335,K062533
K131335,K980214
K131335,K946094
K131334,K000238
K131332,K120086
K131331,K040099
K131330,K040953
K131329,K121385
K131329,K132329
K131327,K072666
K131325,K071586
K131325,K040472
K131325,K112960
K131325,K070673
K131325,K100506
K131325,K092533
K131324,K111994
K131324,K060428
K131324,K071092
K131321,K042025
K131321,K040962
K131321,K043488
K131321,K121680
K131319,K043498
K131319,K113655
K131314,K101517
K131314,K100400
K131314,K123005
K131313,K123808
K131313,K003330
K131313,K031385
K131311,K112457
K131311,K023360
K131311,K063875
K131311,K023365
K131310,K120790
K131310,K081023
K131310,K113571
K131310,K951987
K131310,K953274
K131310,K991581
K131310,K070214
K131310,K122232
K131310,K090988
K131310,K042271
K131309,K013192
K131307,K023763
K131307,K042193
K131306,K061857
K131306,K610857
K131305,K102256
K131304,K100992
K131303,K920752
K131302,K122749
K131300,K111417
K131300,K121748
K131299,K072728
K131298,K042021
K131298,K023096
K131298,K093430
K131298,K062661
K131298,K010657
K131296,K100820
K131296,K090353
K131296,K111525
K131294,K122953
K131292,K050449
K131292,K090064
K131292,K081968
K131292,K071724
K131292,K043479
K131291,K062439
K131290,K102598
K131290,K090198
K131290,K121757
K131289,K111761
K131287,K110704
K131286,K023778
K131286,K083440
K131285,K090863
K131284,K090846
K131284,K090123
K131283,K110360
K131282,K009151
K131282,K091519
K131282,K963166
K131279,K121034
K131279,K120134
K131278,K120561
K131277,K043346
K131277,K120374
K131277,K092900
K131276,K072253
K131276,K103382
K131275,K003619
K131272,K103473
K131269,K034058
K131267,K120741
K131266,K090277
K131266,K042150
K131266,K090019
K131266,K991903
K131266,K922112
K131266,K923033
K131264,K083912
K131264,K070555
K131264,K960385
K131264,K100736
K131263,K033737
K131263,K060749
K131263,K092039
K131263,K092639
K131263,K102005
K131262,K122712
K131262,K123816
K131260,K121089
K131258,K121131
K131254,K120985
K131253,K043003
K131253,K001866
K131252,K103211
K131252,K092847
K131251,K103472
K131250,K990303
K131250,K121069
K131250,K991721
K131250,K021170
K131250,K010576
K131250,K014137
K131250,K973683
K131250,K024348
K131250,K992333
K131250,K001057
K131250,K121728
K131248,K890464
K131247,K072053
K131247,K051253
K131244,K961489
K131243,K102947
K131242,K073202
K131241,K050200
K131241,K083147
K131238,K073278
K131237,K112802
K131237,K122158
K131236,K012215
K131234,K13139
5
K131234,K023337
K131234,K060243
K131233,K021656
K131233,K121278
K131233,K051673
K131233,K002782
K131232,K050394
K131231,K060209
K131231,K082120
K131230,K103544
K131229,K081613
K131227,K111021
K131226,K121724
K131226,K082813
K131226,K093792
K131226,K103813
K131224,K903584
K131224,K926588
K131224,K113800
K131224,K052373
K131224,K904906
K131224,K930825
K131223,K102239
K131221,K123449
K131217,K111753
K131216,K130396
K131216,K120293
K131216,K111880
K131216,K123652
K131214,K062640
K131213,K112602
K131211,K083645
K131211,K091364
K131211,K100234
K131210,K062784
K131209,K110020
K131209,K112953
K131208,K050948
