device,predicate
K061971,K023952
K061971,K022562
K061970,K961481
K061970,K984326
K061969,K060291
K061969,K053170
K061966,K040270
K061966,K041710
K061964,K052775
K061964,K052423
K061963,K042568
K061963,K060116
K061962,K022482
K061962,K040286
K061961,K043360
K061961,K032875
K061961,K961144
K061960,K001842
K061960,K960614
K061960,K051257
K061960,K040684
K061959,K030221
K061958,K040869
K061956,K040070
K061955,K952766
K061954,K040070
K061953,K041932
K061953,K041931
K061951,K993564
K061951,K052256
K061951,K052556
K061951,K040013
K061950,K052172
K061949,K043337
K061949,K041698
K061948,K970095
K061948,K020389
K061948,K974408
K061948,K952152
K061948,K032873
K061948,K050717
K061946,K042593
K061946,K043016
K061946,K050034
K061946,K042044
K061946,K033650
K061946,K022567
K061946,K052894
K061946,K020353
K061946,K023720
K061943,K043229
K061943,K033961
K061942,K925792
K061942,K981378
K061942,K953175
K061942,K900540
K061942,K012467
K061942,K992323
K061942,K033304
K061942,K041772
K061941,K972324
K061941,K984328
K061938,K060719
K061938,K030736
K061938,K052931
K061937,K935094
K061937,K001338
K061936,K974015
K061935,K040229
K061933,K980490
K061933,K924820
K061931,K993637
K061931,K030407
K061931,K962127
K061930,K002490
K061928,K052403
K061927,K052403
K061926,K052403
K061925,K052776
K061925,K043248
K061925,K041189
K061924,K052403
K061922,K041334
K061919,K042134
K061919,K052456
K061918,K981378
K061918,K953175
K061918,K900540
K061918,K012467
K061918,K041416
K061918,K992323
K061918,K033304
K061918,K041772
K061917,K030198
K061917,K012114
K061917,K955472
K061915,K050809
K061915,K060203
K061914,K030708
K061913,K872369
K061912,K965123
K061912,K925122
K061909,K050541
K061909,K921671
K061909,K031440
K061909,K924664
K061909,K014048
K061909,K963189
K061909,K896478
K061909,K992472
K061908,K964280
K061908,K990522
K061907,K050835
K061907,K061807
K061906,K905220
K061906,K012442
K061906,K012730
K061906,K042913
K061905,K050858
K061905,K032038
K061905,K031970
K061903,K043527
K061903,K043445
K061902,K051419
K061901,K000186
K061901,K974562
K061901,K023014
K061901,K000653
K061901,K052663
K061899,K040883
K061898,K041721
K061898,K030539
K061898,K050274
K061896,K911191
K061896,K002690
K061896,K994372
K061896,K001930
K061893,K041997
K061892,K031969
K061892,K982330
K061892,K001738
K061892,K043388
K061891,K001340
K061891,K003836
K061889,K980507
K061889,K953362
K061886,K030849
K061885,K032697
K061884,K022856
K061884,K933157
K061881,K030069
K061881,K980927
K061881,K011569
K061880,K031399
K061880,K050690
K061880,K052098
K061880,K040419
K061880,K040980
K061880,K043420
K061879,K880236
K061879,K872302
K061879,K871028
K061879,K880078
K061878,K982742
K061878,K962044
K061877,K000281
K061877,K060323
K061877,K042065
K061876,K050739
K061876,K040943
K061875,K052140
K061874,K030798
K061874,K022642
K061873,K053640
K061871,K042961
K061870,K033054
K061870,K052489
K061870,K033534
K061869,K020322
K061869,K060324
K061869,K020321
K061869,K020323
K061867,K020322
K061867,K060324
K061867,K020321
K061867,K020323
K061866,K043423
K061866,K964799
K061866,K023800
K061866,K011318
K061866,K981311
K061866,K942796
K061865,K041340
K061865,K013946
K061864,K040333
K061864,K051291
K061863,K003817
K061863,K050749
K061863,K053344
K061863,K050358
K061863,K000506
K061863,K051219
K061863,K003227
K061863,K971723
K061863,K043337
K061862,K033516
K061862,K010657
K061860,K042819
K061859,K051182
K061857,K932900
K061857,K043423
K061857,K881632
K061857,K965153
K061856,K002355
K061856,K021809
K061856,K990966
K061854,K031090
K061854,K013823
K061854,K022160
K061854,K002858
K061854,K060361
K061854,K012870
K061853,K972492
K061853,K990923
K061853,K002464
K061853,K002737
K061853,K972585
K061852,K051087
K061852,K012470
K061852,K012468
K061852,K050665
K061850,K011677
K061849,K042590
K061849,K032968
K061848,K023938
K061848,K053618
K061848,K042020
K061848,K012759
K061846,K960546
K061845,K012470
K061845,K012468
K061845,K042735
K061843,K042910
K061839,K862359
K061838,K051087
K061837,K050727
K061836,K051205
K061835,K042608
K061835,K023996
K061834,K032243
K061834,K005176
K061834,K051765
K061833,K060581
K061833,K953703
K061833,K012364
K061832,K053025
K061832,K061072
K061832,K050302
K061831,K951449
K061828,K013399
K061828,K972487
K061828,K010269
K061828,K021755
K061828,K981405
K061828,K970249
K061828,K003433
K061828,K022405
K061828,K032994
K061827,K002003
K061827,K973767
K061827,K020630
K061825,K033908
K061825,K962373
K061825,K964527
K061824,K001932
K061824,K001733
K061824,K973453
K061824,K830949
K061820,K981867
K061818,K860021
K061817,K040372
K061816,K012139
K061816,K051608
K061815,K000855
K061813,K001255
K061813,K002858
K061813,K043473
K061813,K984251
K061813,K013823
K061813,K061520
K061813,K951725
K061813,K060361
K061812,K960546
K061808,K022325
K061805,K990302
K061804,K050903
K061803,K952623
K061802,K033908
K061802,K962373
K061802,K964527
K061801,K003273
K061799,K881114
K061799,K844618
K061797,K012087
K061796,K924223
K061796,K011375
K061796,K031286
K061796,K033746
K061795,K022516
K061795,K032646
K061794,K905485
K061794,K905486
K061793,K060266
K061793,K060264
K061792,K011033
K061792,K860021
K061792,K904302
K061792,K914508
K061791,K991497
K061790,K034068
K061790,K030966
K061790,K053548
K061790,K021397
K061788,K060277
K061788,K042134
K061788,K052456
K061787,K934697
K061786,K042776
K061785,K891771
K061785,K780359
K061785,K901831
K061785,K031983
K061785,K950777
K061784,K033602
K061783,K983942
K061783,K893377
K061783,K981529
K061783,K050938
K061779,K760245
K061779,K912735
K061779,K033769
K061776,K041988
K061776,K040472
K061775,K842847
K061774,K950099
K061774,K950697
K061774,K020245
K061774,K030383
K061774,K001437
K061774,K053623
K061774,K024096
K061774,K031511
K061774,K990118
K061772,K042040
K061771,K021480
K061770,K972679
K061770,K003956
K061768,K810880
K061768,K023719
K061767,K051955
K061765,K053093
K061764,K031202
K061764,K984431
K061764,K020312
K061764,K982216
K061763,K032098
K061763,K992301
K061763,K003077
K061759,K001084
K061759,K990848
K061759,K984357
K061759,K991723
K061755,K043588
K061755,K014168
K061755,K053154
K061754,K041641
K061754,K002684
K061754,K052155
K061752,K050348
K061752,K050449
K061752,K042201
K061752,K033109
K061752,K031757
K061752,K990148
K061752,K052384
K061751,K934843
K061749,K020541
K061748,K041081
K061746,K040558
K061744,K013977
K061743,K061072
K061743,K982136
K061743,K003551
K061741,K050093
K061738,K060103
K061738,K000502
K061738,K991418
K061737,K925902
K061736,K923946
K061736,K031383
K061736,K033710
K061736,K010402
K061735,K913040
K061735,K000346
K061732,K060388
K061732,K972061
K061732,K962516
K061731,K955432
K061730,K000103
K061727,K984526
K061726,K041535
K061726,K963817
K061722,K013225
K061720,K020453
K061720,K020839
K061720,K040659
K061719,K861700
K061718,K033299
K061718,K032903
K061718,K041822
K061718,K040445
K061718,K031759
K061718,K060466
K061718,K043507
K061716,K060776
K061716,K022256
K061715,K030953
K061715,K033753
K061715,K052585
K061713,K052212
K061713,K040585
K061712,K983909
K061712,K043528
K061711,K006171
K061705,K982293
K061704,K053158
K061702,K861700
K061701,K043498
K061700,K003522
K061699,K042334
K061696,K041521
K061696,K051528
K061696,K040152
K061695,K040618
K061694,K060251
K061689,K992919
K061689,K053167
K061689,K962743
K061688,K962516
K061688,K033822
K061687,K020037
K061686,K972359
K061685,K042646
K061684,K033203
K061684,K973826
K061684,K013153
K061684,K972674
K061684,K943629
K061683,K972513
K061682,K032620
K061682,K003525
K061682,K041688
K061681,K971938
K061681,K980665
K061679,K040238
K061679,K890869
K061679,K041094
K061679,K020951
K061679,K842231
K061679,K964848
K061679,K970492
K061677,K955731
K061676,K000194
K061675,K982104
K061675,K022453
K061675,K012336
K061673,K020322
K061673,K060324
K061673,K020321
K061673,K020323
K061672,K040376
K061671,K021780
K061671,K052345
K061671,K041182
K061668,K050806
K061668,K051195
K061668,K050642
K061668,K040262
K061668,K043421
K061667,K012934
K061667,K972354
K061667,K980614
K061666,K042438
K061666,K042741
K061666,K051585
K061666,K042740
K061665,K043337
K061663,K031786
K061663,K042531
K061663,K021344
K061663,K000767
K061663,K040215
K061663,K963344
K061663,K990354
K061662,K032908
K061661,K040260
K061661,K020577
K061661,K042264
K061661,K990500
K061661,K021964
K061661,K003915
K061660,K031951
K061660,K053082
K061660,K043442
K061660,K020354
K061660,K052878
K061659,K032907
K061657,K012572
K061656,K050070
K061656,K053473
K061655,K033809
K061655,K963267
K061655,K904301
K061655,K963244
K061655,K962818
K061655,K010871
K061655,K053157
K061655,K031135
K061655,K861700
K061655,K020724
K061655,K942640
K061655,K950180
K061655,K982880
K061655,K032573
K061655,K862359
K061655,K941584
K061654,K982670
K061654,K030047
K061653,K023244
K061653,K060405
K061653,K013738
K061653,K040506
K061652,K042319
K061652,K060301
K061650,K982828
K061650,K970203
K061649,K003277
K061648,K052917
K061648,K943462
K061648,K010810
K061648,K040166
K061645,K051864
K061645,K926516
K061643,K003514
K061641,K050510
K061640,K050702
K061640,K991054
K061639,K051739
K061639,K050798
K061638,K010821
K061638,K034062
K061638,K940632
K061637,K003514
K061635,K051429
K061632,K011880
K061629,K031632
K061629,K051189
K061628,K030264
K061628,K992559
K061628,K982136
K061628,K003551
K061627,K053270
K061626,K874096
K061626,K003446
K061626,K881283
K061625,K031871
K061624,K052632
K061624,K043111
K061622,K991572
K061620,K991151
K061620,K991197
K061620,K990776
K061620,K053394
K061620,K050754
K061620,K042310
K061619,K053618
K061617,K052882
K061617,K050540
K061616,K011342
K061616,K992875
K061616,K030606
K061614,K043055
K061610,K041235
K061610,K052801
K061609,K042154
K061609,K030812
K061609,K973895
K061609,K973985
K061608,K032503
K061607,K043185
K061607,K960385
K061607,K983121
K061606,K003548
K061606,K020743
K061606,K020203
K061606,K020288
K061606,K014209
K061606,K790394
K061605,K010631
K061605,K010361
K061603,K050397
K061603,K053611
K061602,K041875
K061602,K043519
K061602,K030192
K061602,K050840
K061602,K040591
K061601,K010874
K061601,K020028
K061599,K011136
K061598,K992858
K061597,K001387
K061594,K011716
K061593,K040812
K061593,K971265
K061593,K051749
K061593,K050459
K061592,K040583
K061592,K040962
K061591,K060203
K061590,K980688
K061590,K021454
K061590,K033283
K061590,K032142
K061590,K012094
K061588,K031924
K061588,K993107
K061588,K052819
K061587,K052995
K061587,K040141
K061587,K051673
K061587,K022001
K061585,K820674
K061585,K961552
K061585,K053609
K061582,K945383
K061582,K051582
K061578,K030744
K061578,K003275
K061578,K032700
K061574,K011342
K061574,K912133
K061574,K840794
K061574,K930119
K061574,K030606
K061574,K885028
K061574,K955334
K061573,K052828
K061573,K884823
K061571,K013812
K061571,K031863
K061569,K042896
K061569,K052265
K061568,K902257
K061568,K910938
K061568,K954021
K061567,K023631
K061567,K042429
K061565,K051395
K061565,K041909
K061565,K050168
K061565,K943739
K061562,K042247
K061561,K011917
K061561,K023398
K061560,K053463
K061559,K861255
K061559,K905396
K061558,K040002
K061557,K012891
K061557,K011152
K061557,K001152
K061557,K920713
K061551,K924356
K061549,K822150
K061548,K982542
K061545,K041022
K061545,K043441
K061545,K042863
K061544,K060400
K061544,K994173
K061544,K060484
K061544,K052203
K061544,K974521
K061544,K011722
K061544,K005174
K061544,K981981
K061544,K970278
K061544,K023765
K061544,K032062
K061540,K973441
K061538,K032210
K061538,K974597
K061536,K020037
K061536,K013423
K061534,K011292
K061532,K954355
K061531,K042415
K061530,K002364
K061530,K875133
K061530,K001309
K061530,K024282
K061530,K033022
K061529,K042658
K061529,K022425
K061529,K041275
K061527,K022450
K061526,K031133
K061525,K033139
K061525,K153201
K061522,K040495
K061522,K932630
K061521,K032418
K061520,K041801
K061519,K023509
K061516,K032003
K061515,K106151
K061515,K990953
K061513,K011907
K061511,K843962
K061510,K022314
K061510,K052861
K061508,K051244
K061507,K051845
K061503,K052015
K061503,K053108
K061502,K051470
K061502,K023749
K061501,K992956
K061500,K040757
K061500,K013891
K061500,K032302
K061499,K994337
K061499,K013072
K061498,K011985
K061495,K991367
K061495,K012387
K061494,K030774
K061494,K040283
K061492,K922522
K061489,K013946
K061489,K040744
K061489,K060680
K061489,K003978
K061489,K052495
K061488,K012772
K061487,K040888
K061486,K040999
K061483,K973620
K061479,K003589
K061478,K022425
K061478,K053384
K061477,K022425
K061477,K925769
K061477,K053384
K061477,K041509
K061474,K011026
K061474,K012990
K061474,K021637
K061474,K020732
K061474,K910944
K061474,K030921
K061473,K050332
K061473,K053655
K061472,K033849
K061471,K021305
K061471,K041411
K061468,K982415
K061467,K965120
K061467,K022670
K061467,K042729
K061466,K935299
K061466,K013086
K061466,K955648
K061465,K011943
K061464,K931493
K061463,K954390
K061463,K833621
K061462,K021963
K061461,K030733
K061456,K032499
K061455,K043012
K061455,K981718
K061455,K011703
K061454,K042021
K061453,K030019
K061452,K051703
K061451,K041451
K061450,K823007
K061450,K874465
K061449,K052423
K061447,K041737
K061445,K031767
K061445,K033814
K061445,K992556
K061443,K964426
K061443,K031051
K061443,K052060
K061443,K914876
K061443,K023859
K061443,K904926
K061443,K925648
K061442,K052693
K061440,K032762
K061439,K021478
K061439,K012212
K061439,K060209
K061439,K041873
K061439,K041339
K061439,K952928
K061439,K050316
K061439,K030941
K061437,K050099
K061437,K002239
K061437,K053084
K061435,K042134
K061435,K983552
K061434,K021310
K061434,K993259
K061434,K033716
K061434,K022077
K061433,K040770
K061433,K023546
K061433,K041160
K061433,K051948
K061433,K874547
K061433,K020841
K061433,K921182
K061433,K033489
K061433,K972270
K061433,K872379
K061433,K032163
K061432,K810996
K061432,K865089
K061432,K052052
K061431,K984261
K061431,K024194
K061431,K021513
K061429,K990968
K061429,K984224
K061429,K060956
K061429,K032121
K061429,K960265
K061429,K040877
K061427,K023776
K061427,K940685
K061427,K973781
K061427,K983966
K061426,K052087
K061426,K991722
K061426,K953815
K061426,K043006
K061426,K020386
K061426,K972614
K061425,K984240
K061424,K932840
K061424,K902401
K061424,K032557
K061424,K962230
K061424,K993024
K061424,K954297
K061424,K992697
K061424,K952548
K061423,K040627
K061423,K043537
K061422,K864899
K061421,K022292
K061421,K042313
K061421,K013630
K061421,K012097
K061418,K033955
K061417,K061717
K061417,K984240
K061416,K033989
K061416,K032312
K061414,K020330
K061414,K040738
K061411,K963573
K061411,K991570
K061411,K001300
K061411,K021102
K061411,K925154
K061411,K013852
K061410,K950577
K061410,K050705
K061410,K052997
K061410,K001245
K061410,K013227
K061410,K002614
K061409,K042122
K061407,K023778
K061405,K040576
K061405,K041724
K061403,K040002
K061397,K031936
K061397,K033483
K061397,K951392
K061396,K040546
K061396,K042540
K061394,K895771
K061392,K052577
K061392,K040591
K061390,K860021
K061389,K033355
K061387,K983925
K061387,K003703
K061387,K852726
K061386,K021019
K061386,K972911
K061386,K042031
K061385,K062181
K061385,K021039
K061385,K023488
K061385,K023203
K061385,K023486
K061384,K972420
K061384,K981789
K061383,K022258
K061382,K991096
K061381,K963924
K061381,K990506
K061380,K040284
K061379,K024108
K061379,K051658
K061374,K032854
K061374,K010377
K061374,K011071
K061374,K972135
K061373,K030557
K061372,K993792
K061372,K043415
K061372,K041267
K061372,K042694
K061372,K041270
K061372,K031871
K061372,K041521
K061370,K010336
K061370,K060779
K061370,K041267
K061370,K040141
K061370,K013422
K061369,K991783
K061368,K973799
K061365,K934426
K061365,K905045
K061364,K061306
K061363,K042623
K061363,K022380
K061362,K003347
K061362,K020298
K061362,K021760
K061362,K013569
K061360,K984567
K061360,K990618
K061356,K993691
K061356,K003915
K061356,K042246
K061356,K021964
K061355,K020321
K061355,K032299
K061354,K041933
K061354,K902533
K061354,K953946
K061352,K051735
K061352,K033669
K061351,K040416
K061350,K063150
K061349,K002639
K061349,K002619
K061349,K042584
K061349,K051219
K061349,K992487
K061345,K002437
K061345,K991794
K061345,K021748
K061345,K994425
K061345,K022199
K061345,K053267
K061344,K040191
K061344,K972641
K061344,K042344
K061344,K991123
K061344,K060437
K061343,K053214
K061342,K005194
K061342,K992168
K061342,K031175
K061342,K993503
K061342,K021623
K061342,K031381
K061342,K002607
K061342,K032739
K061342,K051663
K061342,K043232
K061340,K912245
K061340,K040770
K061340,K921182
K061339,K941272
K061338,K051087
K061338,K012470
K061338,K012468
K061338,K042735
K061333,K052025
K061332,K051984
K061332,K052880
K061332,K005198
K061332,K032884
K061331,K024148
K061331,K981693
K061331,K991938
K061331,K051812
K061329,K033296
K061329,K040259
K061328,K052343
K061327,K031984
K061327,K020321
K061327,K031912
K061327,K043389
K061324,K031786
K061324,K042531
K061324,K021344
K061324,K000767
K061324,K040215
K061324,K963344
K061324,K990354
K061323,K040807
K061321,K982320
K061321,K043232
K061321,K022949
K061320,K983032
K061319,K006131
K061317,K024132
K061314,K003323
K061313,K051645
K061313,K023984
K061313,K031648
K061313,K052452
K061312,K051411
K061312,K002757
K061312,K042091
K061312,K021380
K061312,K042774
K061312,K974558
K061312,K990830
K061312,K033871
K061311,K032409
K061311,K041616
K061310,K003266
K061310,K032280
K061307,K840434
K061307,K841591
K061307,K023506
K061306,K021854
K061305,K040982
K061304,K052151
